Тикер;Шаг цены;Комиссия;Начало периода;Конец периода;Индекс начала периода;Индекс конца периода;Полное название стратегии;Сокращенное название стратегии;Описание стратегии
RTS.F;10;2.5;18 12 2020;17 06 2021;16;17;Обратная MonkeyN;Обратная MonkeyN;[ Обратная | MonkeyN | Тип закрытия: FixPercect | N: 100 | Stop: 100 | Уровень ранзака: 3 | % Закрытия: 100 | Фильтр вне ранзака: False | Фильтр выше-ниже: True | Динамический стоп: True ]

Направление;Тип закрытия;Индекс входа;Индекс выхода;Цена входа;Цена выхода;Причина входа;Причина выхода
B;Stop;114970850;114970969;127050;126950;;;
S;Stop;114971125;114971214;126980;127080;;;
S;Stop;114970799;114971216;127100;127100;;;
S;Stop;114970600;114971267;127180;127180;;;
B;Stop;114971462;114971592;127160;127060;;;
S;Stop;114972057;114972094;126870;126970;;;
B;Stop;114972117;114972179;126880;126780;;;
B;Stop;114972613;114972739;126810;126710;;;
S;Stop;114972399;114972959;126830;126830;;;
S;Stop;114972931;114973005;126740;126840;;;
S;SoftwareClose;114969395;114973241;127360;127030;Фиксированная 3;;
S;SoftwareClose;114969178;114973241;127410;127030;Фиксированная 2;;
S;SoftwareClose;114965859;114973241;127520;127030;Фиксированная 1;;
S;Stop;114974905;114975014;127470;127570;;;
B;Stop;114975264;114975371;127580;127480;;;
B;Stop;114974681;114975383;127450;127450;;;
B;Stop;114974352;114975666;127330;127330;;;
B;Stop;114973693;114975995;127190;127190;;;
S;Stop;114976140;114976181;127230;127330;;;
S;Stop;114975923;114976188;127350;127350;;;
B;Stop;114976214;114976392;127250;127250;;;
S;Stop;114976475;114976518;127300;127400;;;
S;Stop;114976968;114977011;127580;127680;;;
S;Stop;114977219;114977326;127670;127770;;;
B;Stop;114977175;114977422;127620;127620;;;
B;Stop;114977372;114977438;127690;127590;;;
S;Stop;114977454;114977539;127690;127790;;;
S;Stop;114978481;114978688;127930;128030;;;
B;Stop;114979044;114979177;128020;127920;;;
B;Stop;114978194;114979374;127910;127910;;;
S;Stop;114979435;114979512;127940;128040;;;
S;Stop;114979619;114979735;127990;128090;;;
B;Stop;114979565;114979856;127960;127960;;;
S;Stop;114979953;114980004;128060;128160;;;
B;Stop;114980254;114980563;128150;128050;;;
B;Stop;114979853;114980739;127990;127990;;;
S;Stop;114980863;114981092;128020;128020;;;
B;Stop;114980941;114981221;127960;127860;;;
S;Stop;114981449;114981718;127800;127900;;;
S;Stop;114981050;114981937;127970;127970;;;
B;Stop;114982092;114982328;127920;127820;;;
S;Stop;114982478;114982554;127900;127900;;;
S;Stop;114982349;114982556;127920;127920;;;
S;Stop;114982553;114982635;127890;127990;;;
S;Stop;114982171;114982637;128010;128010;;;
B;Stop;114982588;114982714;127840;127840;;;
B;SoftwareClose;114982671;114982746;127910;127940;Фиксированная 4;;
B;SoftwareClose;114981498;114982746;127760;127940;Фиксированная 3;;
B;SoftwareClose;114976937;114982746;127520;127940;Фиксированная 2;;
B;SoftwareClose;114976391;114982746;127260;127940;Фиксированная 1;;
S;Stop;114983157;114983184;127760;127860;;;
S;Stop;114982739;114983290;127920;127920;;;
B;Stop;114983413;114983485;127900;127800;;;
B;Stop;114984094;114984458;127580;127480;;;
S;Stop;114984651;114984695;127460;127560;;;
S;Stop;114984252;114984708;127590;127590;;;
B;Stop;114984801;114984885;127510;127410;;;
S;Stop;114984957;114985058;127470;127570;;;
S;Stop;114983975;114985246;127660;127660;;;
B;Stop;114985114;114985370;127510;127510;;;
B;Stop;114985284;114985373;127580;127480;;;
S;Stop;114985668;114985926;127370;127470;;;
B;Stop;114986221;114986405;127520;127420;;;
S;Stop;114986543;114986779;127500;127600;;;
S;SoftwareClose;114983624;114987351;127810;127720;Фиксированная 2;;
S;SoftwareClose;114980688;114987351;128110;127720;Фиксированная 1;;
B;Stop;114987567;114987683;127720;127620;;;
S;Stop;114987735;114988255;127690;127790;;;
B;Stop;114988370;114988553;127710;127710;;;
B;Stop;114989399;114989537;128000;127900;;;
S;Stop;114989685;114990159;127900;128000;;;
B;Stop;114991639;114991981;128460;128360;;;
S;Stop;114992569;114992738;128330;128430;;;
B;Stop;114992946;114993073;128360;128260;;;
S;Stop;114993246;114993445;128300;128400;;;
S;Stop;114991884;114993598;128500;128500;;;
S;Stop;114994391;114994469;128620;128720;;;
B;Stop;114996071;114996419;129080;128980;;;
S;Stop;114996593;114996881;129060;129160;;;
B;Stop;114997245;114997400;129150;129150;;;
B;Stop;114997375;114997500;129200;129100;;;
S;Stop;114997679;114998050;129140;129240;;;
B;Stop;114998771;114999105;129340;129240;;;
B;Stop;114998238;114999106;129230;129230;;;
B;Stop;114997890;114999373;129120;129120;;;
S;Stop;114999633;114999954;129120;129120;;;
B;Stop;115000065;115000231;129060;128960;;;
S;Stop;115000503;115001048;128980;129000;;;
B;SoftwareClose;114995170;115002155;128860;127270;Фиксированная 10;;
B;SoftwareClose;114994152;115002155;128610;127270;Фиксированная 9;;
B;SoftwareClose;114990572;115002155;128060;127270;Фиксированная 8;;
B;SoftwareClose;114990414;115002155;127950;127270;Фиксированная 7;;
B;SoftwareClose;114990273;115002155;127900;127270;Фиксированная 6;;
B;SoftwareClose;114989760;115002155;127840;127270;Фиксированная 5;;
B;SoftwareClose;114988551;115002155;127730;127270;Фиксированная 4;;
B;SoftwareClose;114987846;115002155;127650;127270;Фиксированная 3;;
B;SoftwareClose;114986935;115002155;127520;127270;Фиксированная 2;;
B;SoftwareClose;114985790;115002155;127340;127270;Фиксированная 1;;
S;Stop;115004957;115005160;126860;126960;;;
S;SoftwareClose;115001047;115006349;128990;127480;Фиксированная 3;;
S;SoftwareClose;114999926;115006349;129080;127480;Фиксированная 2;;
S;SoftwareClose;114998916;115006349;129400;127480;Фиксированная 1;;
S;Stop;115006377;115006412;127570;127670;;;
B;Stop;115006332;115006521;127500;127500;;;
B;Stop;115006493;115006559;127570;127470;;;
B;Stop;115006097;115006695;127390;127390;;;
B;SoftwareClose;115005207;115006815;126880;127540;Фиксированная 1;;
S;Stop;115006756;115007055;127470;127570;;;
B;Stop;115007564;115007768;127700;127600;;;
B;Stop;115007925;115008010;127640;127540;;;
S;Stop;115007846;115008100;127700;127700;;;
S;Stop;115008090;115008123;127640;127740;;;
B;Stop;115008557;115008630;127810;127710;;;
B;Stop;115008193;115008655;127670;127670;;;
S;Stop;115008949;115009013;127700;127800;;;
B;Stop;115009049;115009113;127700;127600;;;
B;SoftwareClose;115006904;115009114;127460;127590;Фиксированная 1;;
S;Stop;115009756;115010166;127310;127410;;;
B;Stop;115010339;115010522;127450;127350;;;
S;Stop;115010633;115010724;127370;127470;;;
B;Stop;115010776;115010851;127460;127360;;;
S;Stop;115010915;115011029;127420;127520;;;
S;SoftwareClose;115009196;115011030;127660;127530;Фиксированная 1;;
B;Stop;115011339;115011550;127620;127520;;;
S;Stop;115011811;115012108;127400;127500;;;
B;Stop;115012201;115012310;127500;127400;;;
B;Stop;115012027;115012312;127380;127380;;;
S;Stop;115012255;115012602;127550;127550;;;
S;Stop;115012364;115012603;127460;127560;;;
B;Stop;115012434;115012663;127430;127430;;;
B;Stop;115012658;115012803;127460;127460;;;
B;Stop;115012790;115012806;127530;127430;;;
S;Stop;115012853;115012922;127520;127620;;;
B;Stop;115013398;115013568;127900;127800;;;
S;Stop;115013724;115013746;127770;127870;;;
B;Stop;115014200;115014266;128030;127930;;;
S;Stop;115014301;115014461;128030;128130;;;
B;Stop;115014562;115014636;128090;127990;;;
B;Stop;115014362;115014637;127980;127980;;;
S;Stop;115015392;115015509;127730;127730;;;
B;Stop;115015437;115015695;127640;127540;;;
S;Stop;115015857;115015908;127530;127630;;;
S;Stop;115015498;115015994;127700;127700;;;
S;Stop;115015136;115016131;127800;127800;;;
B;Stop;115016209;115016404;127790;127690;;;
S;Stop;115016509;115016619;127700;127800;;;
B;Stop;115016668;115016709;127710;127610;;;
S;Stop;115016764;115016830;127670;127770;;;
S;Stop;115014892;115017006;127900;127900;;;
B;Stop;115017370;115017510;128030;127930;;;
S;Stop;115017643;115017707;127980;127980;;;
S;Stop;115017703;115017765;127950;127950;;;
S;Stop;115017764;115017834;127940;128040;;;
B;Stop;115018080;115018133;128050;127950;;;
B;Stop;115018240;115018317;128010;127910;;;
S;Stop;115018350;115018399;127980;127980;;;
S;Stop;115018179;115018412;128020;128020;;;
S;Stop;115018398;115018511;127970;128070;;;
S;Stop;115019110;115019293;128200;128300;;;
S;Stop;115020437;115020489;128710;128810;;;
B;Stop;115020577;115020735;128730;128730;;;
B;Stop;115020160;115020813;128680;128680;;;
B;Stop;115020644;115020815;128760;128660;;;
S;Stop;115020868;115021017;128740;128740;;;
S;Stop;115020996;115021280;128720;128820;;;
S;Stop;115022151;115022317;129150;129250;;;
B;Stop;115023308;115023403;129630;129530;;;
S;Stop;115023818;115023927;129430;129530;;;
S;Stop;115024046;115024297;129500;129600;;;
S;Stop;115025042;115025165;129680;129780;;;
B;Stop;115025672;115026209;129900;129800;;;
S;Stop;115026558;115026725;129810;129810;;;
S;Stop;115026360;115026776;129860;129860;;;
S;Stop;115026717;115026779;129790;129890;;;
S;Stop;115025928;115026791;129930;129930;;;
B;Stop;115026993;115027209;129890;129790;;;
B;Stop;115024912;115027848;129620;129620;;;
S;Stop;115028152;115028469;129640;129640;;;
S;Stop;115027953;115028759;129720;129720;;;
S;Stop;115028468;115028793;129660;129760;;;
B;Stop;115028945;115029031;129710;129610;;;
B;Stop;115024475;115029086;129530;129530;;;
S;Stop;115029206;115029307;129590;129690;;;
S;Stop;115027320;115029697;129840;129840;;;
B;Stop;115029515;115029736;129710;129710;;;
B;Stop;115029729;115029966;129740;129640;;;
B;Stop;115024144;115030154;129480;129480;;;
B;Stop;115023978;115030178;129440;129440;;;
B;Stop;115022621;115030470;129290;129290;;;
S;Stop;115030834;115030909;129230;129330;;;
B;Stop;115030952;115031208;129270;129170;;;
B;Stop;115022047;115031277;129120;129120;;;
S;Stop;115032238;115032649;128940;128960;;;
S;Stop;115032648;115032726;128950;129050;;;
B;Stop;115032988;115033106;129030;128930;;;
B;Stop;115032436;115033118;128910;128910;;;
S;Stop;115033179;115033223;128940;129040;;;
S;Stop;115031433;115033493;129140;129140;;;
S;Stop;115031092;115033904;129320;129320;;;
B;Stop;115033979;115034127;129220;129120;;;
B;Stop;115033573;115034134;129110;129110;;;
B;Stop;115033280;115034235;128990;128990;;;
S;Stop;115034391;115034556;128990;128990;;;
S;Stop;115034522;115034685;128970;129070;;;
B;Stop;115034772;115034838;129100;129000;;;
B;Stop;115035483;115035727;128870;128770;;;
B;Stop;115021323;115035789;128730;128730;;;
B;Stop;115021235;115035830;128700;128700;;;
B;Stop;115021121;115035861;128680;128680;;;
B;Stop;115020000;115036029;128590;128590;;;
S;Stop;115036096;115036185;128670;128770;;;
S;Stop;115035361;115036292;128900;128900;;;
B;Stop;115036356;115036415;128810;128710;;;
S;Stop;115036484;115036671;128800;128900;;;
S;Stop;115034864;115037002;129080;129080;;;
S;Stop;115037606;115037640;129110;129210;;;
B;Stop;115037907;115037939;129200;129100;;;
B;Stop;115037126;115037952;129070;129070;;;
S;Stop;115038097;115038357;129110;129110;;;
S;Stop;115038338;115038390;129070;129170;;;
B;Stop;115038463;115038578;129140;129040;;;
S;Stop;115038653;115038797;129110;129210;;;
B;Stop;115038835;115038995;129120;129020;;;
S;Stop;115039141;115039211;128990;129090;;;
B;Stop;115039307;115039663;129030;128930;;;
S;Stop;115039951;115039998;128880;128980;;;
S;Stop;115039594;115040035;129070;129070;;;
B;Stop;115040202;115040286;129030;128930;;;
B;Stop;115040388;115040463;128960;128860;;;
S;Stop;115040334;115040547;129000;129000;;;
S;Stop;115040518;115040699;128950;129050;;;
S;Stop;115041222;115041374;128940;129040;;;
S;Stop;115038945;115041492;129160;129160;;;
B;Stop;115042302;115042450;129490;129390;;;
B;Stop;115042733;115042932;129360;129260;;;
S;Stop;115043819;115044206;129150;129150;;;
S;Stop;115044035;115044212;129070;129170;;;
S;Stop;115043551;115044229;129190;129190;;;
B;Stop;115044419;115044706;129130;129130;;;
B;Stop;115044650;115044790;129200;129100;;;
S;Stop;115044569;115044932;129210;129210;;;
S;Stop;115044866;115044944;129150;129250;;;
S;Stop;115042993;115045030;129340;129340;;;
B;Stop;115045249;115045723;129330;129230;;;
S;Stop;115045646;115045763;129340;129350;;;
S;Stop;115045761;115045949;129320;129420;;;
B;Stop;115046231;115046568;129470;129470;;;
B;Stop;115046528;115046789;129520;129420;;;
B;Stop;115045856;115046916;129310;129310;;;
S;Stop;115046978;115047185;129390;129390;;;
S;Stop;115047169;115047271;129360;129460;;;
B;Stop;115047339;115047434;129370;129370;;;
B;Stop;115047405;115047516;129400;129300;;;
S;Stop;115047562;115047675;129360;129460;;;
S;Stop;115047827;115048025;129440;129540;;;
B;Stop;115047768;115048144;129400;129400;;;
B;Stop;115048072;115048253;129450;129350;;;
S;Stop;115048308;115048554;129430;129430;;;
S;Stop;115048527;115048657;129390;129490;;;
B;Stop;115049025;115049063;129580;129480;;;
B;Stop;115048367;115049404;129370;129370;;;
S;Stop;115049505;115049652;129420;129520;;;
S;Stop;115049152;115049652;129520;129520;;;
B;Stop;115050093;115050273;129630;129630;;;
S;Stop;115029906;115050548;129760;129760;;;
B;Stop;115050272;115050854;129640;129640;;;
B;Stop;115051488;115051729;129760;129760;;;
B;Stop;115050824;115051917;129700;129700;;;
B;Stop;115051720;115052209;129770;129670;;;
S;Stop;115052074;115052375;129790;129790;;;
S;Stop;115052246;115052436;129760;129860;;;
B;Stop;115052654;115052779;129800;129700;;;
S;Stop;115053103;115053295;129690;129790;;;
B;Stop;115053308;115053362;129690;129590;;;
S;Stop;115053465;115053806;129670;129770;;;
B;Stop;115053892;115054318;129680;129680;;;
B;Stop;115054250;115054379;129730;129630;;;
B;Stop;115053604;115054379;129630;129630;;;
S;Stop;115055220;115055333;129330;129430;;;
S;Stop;115055002;115055336;129440;129440;;;
B;Stop;115055376;115055474;129340;129240;;;
B;SoftwareClose;115040587;115055475;128920;129230;Фиксированная 4;;
B;SoftwareClose;115018884;115055475;128180;129230;Фиксированная 3;;
B;SoftwareClose;115018482;115055475;127960;129230;Фиксированная 2;;
B;SoftwareClose;115016944;115055475;127750;129230;Фиксированная 1;;
S;Stop;115055703;115055875;129220;129220;;;
S;Stop;115055872;115056060;129200;129300;;;
B;Stop;115056286;115056325;129420;129320;;;
S;Stop;115056506;115056552;129410;129510;;;
B;Stop;115056681;115056721;129450;129350;;;
S;Stop;115057051;115057264;129360;129360;;;
S;Stop;115056875;115057282;129380;129380;;;
S;Stop;115057257;115057294;129310;129410;;;
B;Stop;115057441;115057646;129360;129360;;;
B;Stop;115057633;115057747;129390;129290;;;
S;Stop;115057795;115057900;129340;129440;;;
S;Stop;115057677;115057901;129450;129450;;;
B;Stop;115058135;115058385;129510;129510;;;
B;Stop;115058327;115058431;129540;129440;;;
B;SoftwareClose;115055735;115058524;129150;129490;Фиксированная 1;;
S;Stop;115058498;115058680;129480;129480;;;
S;Stop;115058672;115058772;129430;129530;;;
B;Stop;115058837;115058878;129480;129380;;;
S;Stop;115059130;115059406;129360;129360;;;
S;Stop;115059357;115059474;129310;129410;;;
B;Stop;115059665;115059841;129400;129300;;;
S;Stop;115060340;115060586;129150;129250;;;
S;SoftwareClose;115027065;115060692;129910;129180;Фиксированная 1;;
B;Stop;115060440;115060973;129110;129110;;;
B;Stop;115060685;115061006;129180;129080;;;
S;Stop;115061165;115061478;129170;129270;;;
B;Stop;115062207;115062329;129450;129350;;;
B;SoftwareClose;115061251;115062806;129120;129240;Фиксированная 1;;
S;SoftwareClose;115062625;115063759;129330;129030;Фиксированная 2;;
S;SoftwareClose;115062394;115063759;129400;129030;Фиксированная 1;;
B;Stop;115064219;115064294;129240;129140;;;
S;Stop;115064359;115064567;129210;129310;;;
B;Stop;115064502;115064742;129190;129190;;;
B;Stop;115064694;115064770;129260;129160;;;
B;Stop;115065329;115065396;128930;128830;;;
B;Stop;115065811;115065887;128770;128670;;;
B;Stop;115066519;115066688;128440;128340;;;
S;Stop;115067570;115067665;128080;128180;;;
S;Stop;115067304;115067717;128250;128250;;;
S;SoftwareClose;115067851;115067918;128270;128200;Фиксированная 6;;
S;SoftwareClose;115066317;115067918;128490;128200;Фиксированная 5;;
S;SoftwareClose;115066055;115067918;128690;128200;Фиксированная 4;;
S;SoftwareClose;115065701;115067918;128790;128200;Фиксированная 3;;
S;SoftwareClose;115065238;115067918;128960;128200;Фиксированная 2;;
S;SoftwareClose;115065035;115067918;129100;128200;Фиксированная 1;;
B;Stop;115068373;115068481;128440;128340;;;
B;Stop;115068623;115068854;128350;128350;;;
B;Stop;115068853;115069055;128360;128360;;;
S;Stop;115068580;115069193;128410;128410;;;
S;Stop;115069191;115069224;128410;128510;;;
B;Stop;115069429;115069714;128470;128470;;;
B;Stop;115069639;115069908;128500;128400;;;
B;Stop;115069018;115069913;128390;128390;;;
S;Stop;115069821;115070117;128520;128520;;;
S;Stop;115070009;115070217;128480;128580;;;
S;Stop;115070421;115070779;128510;128610;;;
B;Stop;115070346;115071058;128490;128490;;;
B;SoftwareClose;115070853;115071387;128520;128560;Фиксированная 3;;
B;SoftwareClose;115067917;115071387;128190;128560;Фиксированная 2;;
B;SoftwareClose;115067806;115071387;128180;128560;Фиксированная 1;;
S;Stop;115071591;115071993;128490;128490;;;
S;Stop;115071285;115072042;128540;128540;;;
S;Stop;115071890;115072045;128450;128550;;;
S;Stop;115072149;115072286;128520;128520;;;
S;Stop;115072269;115072449;128510;128510;;;
S;Stop;115072409;115072534;128480;128580;;;
S;Stop;115072847;115072986;128650;128750;;;
B;Stop;115072646;115073148;128590;128590;;;
B;Stop;115073065;115073163;128680;128580;;;
B;Stop;115072095;115073382;128450;128450;;;
S;Stop;115073659;115073867;128470;128470;;;
B;Stop;115073746;115073943;128400;128400;;;
B;Stop;115073940;115074063;128410;128310;;;
B;Stop;115074309;115074851;128240;128140;;;
S;Stop;115074253;115075054;128250;128250;;;
S;SoftwareClose;115074991;115076158;128230;128310;Фиксированная 3;;
S;SoftwareClose;115073797;115076158;128420;128310;Фиксированная 2;;
S;SoftwareClose;115073200;115076158;128680;128310;Фиксированная 1;;
S;Stop;115078696;115078739;128640;128740;;;
B;Stop;115078787;115078847;128660;128560;;;
S;Stop;115079091;115079237;128540;128640;;;
S;Stop;115079678;115079816;128750;128850;;;
B;Stop;115079550;115079957;128740;128740;;;
B;Stop;115079893;115079966;128810;128710;;;
S;Stop;115079984;115080074;128810;128910;;;
S;Stop;115080175;115080349;128890;128990;;;
B;Stop;115080131;115080465;128810;128810;;;
B;Stop;115080420;115080780;128900;128800;;;
S;Stop;115080515;115080880;128910;128910;;;
S;Stop;115080850;115080889;128880;128980;;;
B;Stop;115080932;115081058;128900;128800;;;
S;Stop;115081092;115081436;128900;129000;;;
B;Stop;115081653;115081748;129000;128900;;;
S;Stop;115081794;115081951;128990;128990;;;
S;Stop;115081934;115081987;128960;129060;;;
S;Stop;115082048;115082235;129030;129130;;;
S;Stop;115083161;115083353;129340;129440;;;
B;Stop;115084178;115084325;129630;129530;;;
B;Stop;115084520;115084837;129560;129460;;;
S;Stop;115085319;115085517;129390;129490;;;
S;Stop;115084408;115085847;129600;129600;;;
B;Stop;115085906;115086020;129550;129550;;;
B;Stop;115086012;115086071;129570;129470;;;
S;Stop;115086287;115086368;129540;129640;;;
B;Stop;115086842;115086916;129720;129620;;;
S;Stop;115087018;115087058;129680;129780;;;
B;Stop;115087109;115087242;129690;129590;;;
S;Stop;115087687;115087838;129540;129640;;;
B;Stop;115088534;115088913;129830;129730;;;
B;Stop;115088076;115089066;129660;129660;;;
S;Stop;115089500;115089631;129620;129720;;;
S;Stop;115089262;115089631;129720;129720;;;
B;Stop;115089759;115089846;129690;129590;;;
B;Stop;115082878;115090474;129280;129280;;;
S;Stop;115090564;115090706;129370;129470;;;
B;Stop;115090825;115090993;129430;129330;;;
B;SoftwareClose;115090635;115090994;129300;129340;Фиксированная 2;;
B;SoftwareClose;115082020;115090994;128980;129340;Фиксированная 1;;
S;Stop;115091088;115091142;129370;129470;;;
B;Stop;115091413;115091458;129510;129410;;;
B;Stop;115091566;115091613;129420;129320;;;
B;Stop;115091822;115091869;129330;129230;;;
S;Stop;115091742;115092103;129390;129390;;;
S;Stop;115091933;115092104;129300;129400;;;
S;Stop;115092531;115092695;129320;129420;;;
B;Stop;115092245;115092793;129310;129310;;;
B;Stop;115092761;115093034;129350;129340;;;
S;Stop;115092830;115093128;129390;129390;;;
B;Stop;115093033;115093271;129350;129330;;;
S;Stop;115093121;115093329;129380;129380;;;
B;Stop;115093270;115093383;129320;129220;;;
S;Stop;115093581;115093717;129240;129340;;;
S;Stop;115093328;115093724;129370;129370;;;
S;SoftwareClose;115091516;115093854;129500;129450;Фиксированная 1;;
S;Stop;115094330;115094422;129600;129700;;;
B;Stop;115094534;115094777;129650;129650;;;
B;Stop;115094751;115094971;129660;129560;;;
B;Stop;115094174;115094994;129540;129540;;;
B;SoftwareClose;115095187;115095296;129570;129630;Фиксированная 1;;
S;SoftwareClose;115095520;115095734;129510;129460;Фиксированная 2;;
S;SoftwareClose;115095071;115095734;129610;129460;Фиксированная 1;;
